E_ID,Name,Age,Department,Role,Employment Type,Contract Duration,Band,Exp Yrs,Tenure Yrs,Attendance(%),Leave,Tasks Assigned,Tasks Completed,Tasks Completion Rate(%),Task Quality Score,Goal Achievement(%),Manager Feedback,Teamwork Score,Leadership Score,Client Feedback,Communication,Overtime,Training Hours,Training Completion(%),Performance Score,Performance Category,Recommendation
E2734,Surendra Mangeshkar,31,Operations,Operations Executive,Full-Time,Permanent,B3,8.3,6.4,92.6,5,44,31,70.45,73.65,73.39,69.17,85.54,67.97,71.93,82.26,11.1,25,84.3,76.14,Good,Training
E2735,Chandrama Lokhande,45,Information Technology,Software Engineer,Full-Time,Permanent,B4,10.9,10.1,93.4,9,23,21,91.3,83.06,82.72,77.65,82.83,61.87,79.44,83.16,6.6,40,85.28,83.32,Excellent,Incentive
E2736,Vidya Deshpande,46,Information Technology,Cloud Engineer,Full-Time,Permanent,B4,11.6,6.0,96.4,6,24,20,83.33,77.3,83.65,79.38,72.64,69.79,82.46,91.25,6.9,30,85.11,81.88,Excellent,Incentive
E2737,Bhargav Gaonkar,53,Operations,Operations Executive,Full-Time,Permanent,B5,23.5,11.1,90.6,10,29,20,68.97,77.43,68.57,77.82,76.8,84.36,75.42,82.6,6.6,25,71.93,76.37,Good,Training
E2738,Sulekha Chandra,56,Finance,Accountant,Full-Time,Permanent,B5,21.7,14.9,96.3,7,23,15,65.22,71.08,69.3,63.5,72.29,68.98,67.83,67.16,1.1,25,85.67,71.71,Good,Training
E2739,Ishita Bhatt,48,AI & Data Science,Data Analyst,Contract,12 Months,B5,21.2,13.5,84.0,10,33,22,66.67,73.97,73.33,72.18,70.96,83.34,71.6,63.62,6.0,15,69.08,72.8,Good,Training
E2740,Karan Kakkar,35,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,10.4,1.4,96.4,5,36,23,63.89,61.13,62.55,71.29,77.58,76.1,67.34,74.8,9.4,20,70.56,70.67,Good,Training
E2741,Lavisha Bhatia,26,Human Resources,HR Executive,Full-Time,Permanent,B2,2.5,1.2,86.9,14,17,9,52.94,65.74,62.52,70.61,73.32,53.1,70.44,71.76,0.2,15,58.47,66.48,Average,Training
E2742,Raj Mathur,52,Marketing,Marketing Analyst,Full-Time,Permanent,B5,20.1,6.4,82.6,7,16,11,68.75,67.81,71.96,72.02,86.94,87.52,76.5,84.78,0.5,25,67.15,74.83,Good,Training
E2743,Apoorva Kulkarni,25,Information Technology,Software Engineer,Contract,6 Months,B1,1.8,1.5,91.1,5,16,10,62.5,58.19,59.23,57.24,77.48,61.45,64.45,80.47,2.3,15,62.39,65.87,Average,Training
E2744,Manisha Pujari,44,Operations,Operations Executive,Contract,24 Months,B4,12.5,10.6,94.0,8,26,16,61.54,66.2,69.03,62.55,65.31,63.4,73.61,74.62,0.0,25,79.2,69.37,Average,Training
E2745,Mayank Kharwar,34,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B3,7.1,6.6,88.7,10,22,15,68.18,78.74,68.91,75.72,75.14,58.12,73.32,71.39,0.0,10,43.92,72.45,Good,Training
E2746,Vidushi Ranaut,26,AI & Data Science,AI Engineer,Full-Time,Permanent,B2,3.3,2.9,97.1,8,29,19,65.52,60.58,63.04,59.41,67.79,56.62,64.4,57.34,0.7,20,63.47,65.86,Average,Training
E2747,Aishwaran Sinha,53,Human Resources,Talent Acquisition Specialist,Contract,6 Months,B5,26.4,18.3,90.4,4,41,31,75.61,72.25,77.31,83.43,70.69,87.23,74.28,66.74,14.7,25,82.28,77.93,Good,Incentive
E2748,Preeti Bala,42,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,18.9,16.9,97.8,5,26,23,88.46,76.95,84.42,81.66,80.49,86.71,77.51,73.69,12.4,10,62.12,82.55,Excellent,Incentive
E2749,Bhargav Sen,50,Operations,Operations Executive,Part-Time,12 Months,B3,7.6,6.1,90.4,5,35,26,74.29,80.8,79.38,76.16,78.91,66.41,75.04,75.27,7.9,40,92.92,79.01,Good,Incentive
E2750,Amogh Kamath,43,AI & Data Science,Data Scientist,Full-Time,Permanent,B3,8.1,5.9,74.8,13,24,16,66.67,73.53,66.14,73.19,81.28,74.55,72.68,66.54,0.0,30,78.03,72.13,Good,Training
E2751,Abhilash Ambani,35,Sales,Account Manager,Full-Time,Permanent,B3,6.7,4.5,82.6,6,17,11,64.71,63.9,64.09,64.25,81.04,55.14,68.91,71.57,0.0,20,68.49,68.11,Average,Training
E2752,Hari Gujral,40,Information Technology,Software Engineer,Full-Time,Permanent,B5,17.5,11.4,93.9,10,25,20,80.0,76.64,79.98,75.81,81.41,74.96,79.01,87.39,0.0,25,69.35,79.93,Good,Incentive
E2753,Ankur Malhotra,42,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,11.4,6.4,85.7,14,38,24,63.16,62.98,63.03,72.53,85.42,66.06,65.3,76.07,1.5,20,66.36,70.06,Good,Training
E2754,Shruti Dubey,29,Sales,Sales Executive,Part-Time,6 Months,B2,2.1,1.7,94.4,6,40,35,87.5,81.13,81.07,82.24,82.93,54.46,79.83,82.25,11.8,30,94.96,83.1,Excellent,Incentive
E2755,Rudranath Shastry,26,Operations,Operations Manager,Full-Time,Permanent,B1,1.2,1.1,93.0,3,35,26,74.29,79.01,75.81,68.54,64.9,43.67,75.21,62.84,6.6,15,55.4,72.29,Good,Training
E2756,Kesari Som,24,Human Resources,HR Executive,Contract,24 Months,B1,0.6,0.4,88.6,6,15,11,73.33,75.11,72.91,77.45,75.83,63.45,76.1,83.06,5.2,40,76.77,76.23,Good,Training
E2757,Upasana Chaturvedi,32,Information Technology,System Administrator,Full-Time,Permanent,B4,9.0,7.7,79.0,25,40,26,65.0,67.12,70.19,64.23,77.99,57.89,66.38,64.19,1.9,20,69.49,68.58,Average,Training
E2758,Milind Mondal,35,Marketing,Marketing Executive,Full-Time,Permanent,B2,4.0,0.2,96.4,7,28,24,85.71,88.29,88.89,90.02,92.28,70.96,83.68,84.03,12.8,50,86.28,88.05,Excellent,Incentive
E2759,Pranav Goyal,32,Operations,Operations Manager,Full-Time,Permanent,B3,8.6,6.7,99.3,3,21,17,80.95,75.9,78.43,69.85,81.36,67.75,79.62,87.94,1.5,15,68.0,79.0,Good,Training
E2760,Kajal Dhanuka,49,Marketing,Marketing Analyst,Part-Time,6 Months,B3,8.9,8.6,86.8,5,29,14,48.28,55.49,58.87,66.85,80.72,66.38,60.46,64.9,4.7,20,71.46,64.34,Average,Training
E2761,Kumkum Rathi,43,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,12.6,7.5,99.5,3,19,17,89.47,90.36,90.77,86.68,87.76,83.63,87.83,77.83,2.7,15,66.31,88.1,Excellent,Promotion
E2762,Meena Mehta,50,Marketing,Marketing Executive,Full-Time,Permanent,B4,10.3,4.2,97.9,6,20,11,55.0,63.8,63.8,65.73,76.63,65.23,65.76,74.03,6.3,25,84.23,69.16,Average,Training
E2763,Isha Jaiswal,36,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B3,7.6,0.0,93.6,8,31,25,80.65,79.15,77.31,77.07,83.06,61.69,75.17,78.88,0.2,30,75.74,79.37,Good,Incentive
E2764,Drupad Shukla,43,AI & Data Science,ML Engineer,Full-Time,Permanent,B3,8.6,8.2,91.7,6,26,22,84.62,85.59,80.87,78.5,82.52,64.45,81.31,70.4,0.0,40,82.28,81.78,Excellent,Incentive
E2765,Sundar Bhandarkar,39,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,13.8,10.6,80.9,5,21,12,57.14,55.73,57.41,64.65,76.14,68.57,62.74,62.22,6.7,5,52.59,63.25,Average,Training
E2766,Riti Nahar,53,Operations,Operations Manager,Full-Time,Permanent,B5,27.1,20.8,94.6,4,32,24,75.0,77.92,71.99,74.49,74.81,70.79,77.01,74.29,11.6,15,71.27,76.52,Good,Training
E2767,Harsha Bansal,41,AI & Data Science,Data Analyst,Contract,12 Months,B5,17.2,2.5,93.0,8,34,22,64.71,63.51,67.54,75.97,85.41,77.43,65.53,74.36,6.3,5,41.79,71.56,Good,Training
E2768,Uma Vaidya,55,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,9.9,8.9,97.2,1,19,16,84.21,79.96,83.08,87.43,75.92,70.11,79.37,74.78,0.0,20,71.65,82.31,Excellent,Incentive
E2769,Mansa Shandilya,55,Operations,Process Analyst,Part-Time,6 Months,B5,30.1,30.0,96.5,5,28,20,71.43,72.03,69.82,65.78,61.07,76.19,69.98,66.88,3.8,15,68.58,71.7,Good,Training
E2770,Anjana Bahuguna,32,Operations,Operations Manager,Full-Time,Permanent,B3,5.4,0.6,88.6,15,34,24,70.59,78.49,71.63,71.79,66.69,59.74,77.6,81.45,17.3,15,54.55,73.07,Good,Training
E2771,Shambhavi Nayak,23,AI & Data Science,Data Analyst,Full-Time,Permanent,B1,1.0,0.9,92.9,10,22,14,63.64,72.74,65.01,72.41,77.0,56.51,70.17,78.29,16.3,30,77.47,72.18,Good,Training
E2772,Kalicharan Gurjar,49,AI & Data Science,ML Engineer,Full-Time,Permanent,B3,7.9,1.8,93.8,5,27,19,70.37,74.55,69.53,65.1,72.31,67.5,69.55,62.25,3.3,10,63.58,71.69,Good,Training
E2773,Kavindra Poddar,38,AI & Data Science,Data Analyst,Full-Time,Permanent,B3,5.9,4.7,97.2,3,37,22,59.46,64.11,59.37,69.23,62.42,52.04,66.04,57.75,3.1,30,87.35,66.95,Average,Training
E2774,Chandika Meena,45,Sales,Business Development Executive,Full-Time,Permanent,B5,18.5,12.8,91.5,3,20,17,85.0,82.38,85.66,78.83,64.61,81.66,79.8,65.21,0.0,15,47.66,79.11,Good,Incentive
E2775,Damini Bhasin,47,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,10.7,0.2,94.3,6,38,22,57.89,60.72,58.86,72.28,71.84,75.07,66.97,79.97,8.9,25,87.45,69.55,Average,Training
E2776,Maheep Sonkar,43,Operations,Operations Manager,Full-Time,Permanent,B3,7.6,6.7,92.2,3,22,15,68.18,65.51,65.51,71.5,67.63,67.43,66.55,58.77,3.6,15,49.45,68.7,Average,Training
E2777,Devang Rathore,28,Customer Support,Customer Success Associate,Contract,12 Months,B2,3.6,2.5,67.5,13,50,24,48.0,52.4,58.63,66.76,78.21,50.21,56.77,60.75,20.3,40,88.73,61.26,Average,PIP
E2778,Nihal Kamal,41,Marketing,Marketing Executive,Full-Time,Permanent,B3,5.4,3.5,72.2,12,35,22,62.86,69.64,68.28,79.58,85.09,58.57,73.26,72.68,11.5,30,82.75,72.15,Good,Training
E2779,Pragati Gujral,23,AI & Data Science,Data Scientist,Full-Time,Permanent,B1,0.8,0.7,95.0,10,28,20,71.43,67.07,71.04,78.14,79.61,48.61,74.11,71.4,0.0,20,78.78,74.26,Good,Training
E2780,Vidisha Bhadauria,43,Finance,Accountant,Full-Time,Permanent,B3,8.1,2.3,81.4,8,40,27,67.5,67.4,69.71,74.87,73.08,64.72,67.85,77.59,8.7,30,89.52,72.35,Good,Training
E2781,Sumit Garg,25,Operations,Process Analyst,Part-Time,12 Months,B1,1.3,0.2,96.3,4,37,25,67.57,71.62,65.84,67.01,72.64,58.86,71.75,68.06,10.0,25,81.36,71.7,Good,Training
E2782,Shanta Gond,42,Operations,Operations Executive,Full-Time,Permanent,B5,15.8,1.7,68.5,18,37,23,62.16,72.78,72.32,81.48,73.73,77.07,75.52,71.25,5.6,15,66.39,72.05,Good,Training
E2783,Mahima Bhawsar,56,Information Technology,Cloud Engineer,Full-Time,Permanent,B5,25.6,1.8,94.9,8,28,22,78.57,82.66,83.81,76.79,74.93,80.53,79.96,81.61,0.0,25,85.65,81.65,Excellent,Incentive
E2784,Ayushi Chandrachud,45,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,10.2,0.1,85.9,15,25,18,72.0,79.95,79.53,76.61,71.42,64.21,76.55,72.93,0.0,15,66.51,75.96,Good,Incentive
E2785,Mona Roy,35,Sales,Sales Executive,Full-Time,Permanent,B4,11.1,3.0,94.9,10,41,31,75.61,78.95,78.45,81.22,64.86,64.27,75.0,65.32,8.4,50,85.81,77.63,Good,Incentive
E2786,Vicky Advani,31,Sales,Sales Executive,Full-Time,Permanent,B3,5.7,3.8,97.9,0,27,25,92.59,85.1,91.11,87.47,81.41,62.22,85.92,88.58,8.1,50,80.38,87.23,Excellent,Incentive
E2787,Kokila Athawale,24,Sales,Business Development Executive,Full-Time,Permanent,B1,1.0,0.0,93.4,5,26,15,57.69,58.41,66.14,72.12,87.77,62.27,72.04,82.52,0.4,25,79.99,71.11,Good,Training
E2788,Maithili Nair,29,Finance,Accountant,Full-Time,Permanent,B2,3.1,2.4,90.6,2,23,16,69.57,68.53,70.5,68.43,72.97,63.83,70.82,82.64,2.0,10,51.12,71.33,Good,Training
E2789,Neeru Bhaskar,42,Finance,Accountant,Full-Time,Permanent,B5,19.5,7.2,80.2,6,22,13,59.09,64.98,63.26,67.99,69.5,80.65,63.5,70.07,2.2,15,58.46,66.9,Average,Training
E2790,Rakhi Damani,49,Marketing,Marketing Executive,Full-Time,Permanent,B5,24.3,11.3,94.8,3,39,30,76.92,70.89,70.53,68.17,70.65,81.93,69.62,63.31,3.3,25,69.25,73.73,Good,Training
E2791,Arushi Parekh,41,Human Resources,HR Analyst,Full-Time,Permanent,B4,14.6,7.7,93.8,7,23,15,65.22,68.16,65.51,68.91,62.32,74.95,71.61,66.98,0.0,40,93.6,71.14,Good,Training
E2792,Manish Tiwari,40,Operations,Process Analyst,Full-Time,Permanent,B3,6.2,1.2,90.5,4,43,32,74.42,67.75,70.75,79.14,85.7,64.58,73.49,82.42,13.3,25,73.8,76.14,Good,Training
E2793,Ravi Ghosh,29,AI & Data Science,Data Analyst,Full-Time,Permanent,B3,6.8,3.6,91.1,6,26,18,69.23,65.14,67.63,74.0,67.19,56.8,74.35,84.84,0.0,20,61.5,71.1,Good,Training
E2794,Bhagirathi Nagar,26,Information Technology,Software Engineer,Full-Time,Permanent,B2,3.9,2.7,93.0,10,31,17,54.84,58.99,59.4,56.09,67.28,51.87,65.35,72.07,6.7,20,66.06,63.19,Average,Training
E2795,Satish Javdekar,27,Customer Support,Customer Success Associate,Full-Time,Permanent,B2,3.6,0.1,97.7,7,38,32,84.21,81.32,76.77,83.42,81.79,63.32,78.68,77.1,9.4,25,80.72,81.8,Excellent,Incentive
E2796,Shreyansh Sood,26,AI & Data Science,Data Scientist,Contract,6 Months,B2,2.2,0.3,75.4,12,34,21,61.76,63.49,66.81,72.62,70.06,54.03,67.77,78.46,7.8,15,55.54,67.04,Average,Training
E2797,Dhruv Bhati,31,Customer Support,Support Analyst,Full-Time,Permanent,B2,4.7,3.0,92.6,10,46,35,76.09,78.52,76.73,77.55,67.72,65.75,77.77,85.25,10.2,15,48.21,76.21,Good,Incentive
E2798,Kishore Rajpurohit,46,Operations,Operations Executive,Full-Time,Permanent,B5,23.6,22.9,97.7,4,26,18,69.23,74.33,73.76,66.64,78.33,77.63,74.96,62.29,8.0,25,77.69,74.83,Good,Training
E2799,Nilakshi Misra,40,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B3,7.5,5.2,85.6,10,23,19,82.61,74.27,74.68,74.42,79.37,70.2,73.7,63.4,0.5,20,59.43,75.73,Good,Training
E2800,Gajendra Mangeshkar,41,Finance,Financial Analyst,Full-Time,Permanent,B5,17.9,12.3,87.6,8,29,19,65.52,69.44,72.67,64.97,60.89,75.17,70.46,73.06,3.3,50,89.31,71.14,Good,Training
E2801,Himadri Kakkar,39,Information Technology,Software Engineer,Full-Time,Permanent,B3,6.7,5.2,96.0,8,19,12,63.16,70.07,70.96,68.65,79.11,55.54,69.17,77.59,0.0,25,70.44,72.07,Good,Training
E2802,Moni Dogra,33,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,9.4,8.3,80.9,6,18,14,77.78,76.97,73.76,71.28,76.21,59.78,75.15,66.24,0.5,20,56.95,73.59,Good,Training
E2803,Mahavir Gupta,39,Information Technology,Cloud Engineer,Full-Time,Permanent,B4,13.9,1.7,93.2,4,37,23,62.16,67.36,70.81,77.32,73.87,66.84,71.36,85.58,11.1,30,89.54,74.02,Good,Training
E2804,Devdutt Tripathi,54,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,28.3,9.6,94.8,2,30,22,73.33,75.85,74.57,71.49,67.95,83.99,79.0,78.5,5.6,25,82.46,76.76,Good,Training
E2805,Vikrant Kohli,37,Sales,Business Development Executive,Full-Time,Permanent,B4,11.7,7.3,94.7,10,47,39,82.98,72.95,76.94,66.89,76.32,72.06,75.11,62.53,17.2,30,75.23,76.31,Good,Training
E2806,Rajan Nag,57,Customer Support,Support Executive,Full-Time,Permanent,B5,33.5,0.0,96.6,8,58,42,72.41,66.97,66.3,65.35,80.27,81.05,64.35,66.67,21.8,5,46.18,71.25,Good,Training
E2807,Premnarayan Ambani,41,Human Resources,HR Executive,Full-Time,Permanent,B4,14.3,13.9,90.7,4,16,12,75.0,79.26,77.87,75.09,79.66,75.72,73.88,73.18,0.0,30,92.34,78.88,Good,Incentive
E2808,Rajeev Mazumdar,42,Information Technology,Software Engineer,Full-Time,Permanent,B3,8.4,2.9,90.7,5,22,17,77.27,79.08,74.1,80.43,84.28,67.71,74.34,78.47,0.0,20,65.63,78.44,Good,Training
E2809,Adya Anand,23,Operations,Process Analyst,Contract,6 Months,B1,0.8,0.8,86.3,13,42,31,73.81,71.51,68.69,63.1,60.79,56.49,72.51,68.11,7.2,25,65.01,69.38,Average,Training
E2810,Chandani Patil,54,Human Resources,HR Analyst,Full-Time,Permanent,B5,22.9,0.4,69.7,15,29,16,55.17,62.97,59.7,65.41,70.82,75.34,63.23,56.77,4.0,20,57.4,63.18,Average,PIP
E2811,Suman Hatwal,44,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,10.7,2.6,89.0,8,21,15,71.43,73.46,76.04,66.65,71.62,64.53,75.35,76.88,1.3,50,79.41,74.01,Good,Training
E2812,Bhagwat Raj,54,Sales,Sales Executive,Full-Time,Permanent,B4,14.2,8.7,67.6,18,21,12,57.14,60.6,65.0,66.3,80.58,63.86,70.0,77.27,2.9,30,87.47,67.1,Average,PIP
E2813,Pushpa Rathi,40,Customer Support,Support Executive,Full-Time,Permanent,B4,13.5,9.0,97.4,2,26,18,69.23,72.88,69.46,69.9,67.35,73.4,72.2,84.73,7.6,40,89.26,74.68,Good,Training
E2814,Mahalakshmi Bisht,51,Customer Support,Support Executive,Full-Time,Permanent,B4,10.3,6.5,84.5,12,43,31,72.09,67.08,75.42,80.31,87.3,69.8,73.1,87.14,3.7,40,90.38,77.44,Good,Incentive
E2815,Sagarika Soni,30,Marketing,Marketing Analyst,Full-Time,Permanent,B2,4.6,3.0,91.4,8,21,14,66.67,70.4,72.96,73.14,66.78,62.37,73.81,85.63,4.9,20,59.1,72.34,Good,Training
E2816,Himanshu Singhal,56,Sales,Sales Executive,Full-Time,Permanent,B5,33.6,32.3,94.5,7,46,34,73.91,81.26,75.39,71.87,83.35,71.65,80.84,77.84,5.8,15,64.48,77.89,Good,Incentive
E2817,Jeetu Rawat,40,Marketing,Marketing Analyst,Full-Time,Permanent,B4,9.9,2.9,94.5,7,39,31,79.49,74.94,76.03,71.65,80.32,75.91,76.04,63.14,14.1,50,78.64,77.49,Good,Incentive
E2818,Niladri Hajariya,31,Human Resources,HR Analyst,Full-Time,Permanent,B3,7.0,4.6,87.4,11,26,15,57.69,62.28,61.69,63.27,65.81,56.88,63.28,68.39,2.9,20,67.72,64.87,Average,Training
E2819,Baikunth Phogat,30,AI & Data Science,ML Engineer,Part-Time,12 Months,B3,5.4,3.2,94.8,6,33,19,57.58,66.17,68.36,65.35,67.95,65.19,68.11,65.3,4.7,15,60.67,67.86,Average,Training
E2820,Pramila Azad,57,Finance,Financial Analyst,Full-Time,Permanent,B4,14.4,10.1,94.7,3,16,11,68.75,78.91,78.04,84.95,84.37,68.92,75.6,77.49,2.2,30,78.37,79.52,Good,Incentive
E2821,Omprakash Dadlani,36,Operations,Operations Manager,Full-Time,Permanent,B4,10.6,8.6,94.6,10,35,26,74.29,81.73,72.59,78.83,80.66,67.97,74.53,64.73,10.4,50,91.71,78.59,Good,Training
E2822,Shivanshi Shekhawat,26,Information Technology,DevOps Engineer,Full-Time,Permanent,B2,3.6,3.2,81.5,9,19,10,52.63,61.11,59.38,59.65,78.42,64.52,61.28,68.02,0.0,20,65.25,63.86,Average,Training
E2823,Dishita Sampla,47,Finance,Finance Executive,Full-Time,Permanent,B5,23.4,18.2,71.8,15,30,15,50.0,61.91,61.75,73.9,73.27,82.95,66.11,76.65,10.2,20,63.82,66.12,Average,PIP
E2824,Khushboo Puri,24,Information Technology,DevOps Engineer,Full-Time,Permanent,B1,0.7,0.5,90.6,5,23,16,69.57,77.79,74.35,71.15,82.34,50.27,79.16,85.66,0.0,25,64.68,75.21,Good,Training
E2825,Uma Kadam,44,Sales,Sales Executive,Full-Time,Permanent,B5,18.7,11.9,73.3,20,49,32,65.31,71.24,69.45,64.33,65.04,75.95,67.89,72.93,18.0,15,50.4,67.74,Average,PIP
E2826,Vidushi Raje,42,AI & Data Science,Data Scientist,Full-Time,Permanent,B5,19.7,13.2,91.6,10,21,16,76.19,76.53,74.93,73.56,66.59,86.23,75.18,71.95,0.4,25,72.92,76.31,Good,Training
E2827,Kanakprasad Deewan,26,Operations,Operations Executive,Full-Time,Permanent,B2,3.7,1.6,91.9,10,42,27,64.29,70.77,63.98,65.31,79.79,50.67,69.8,78.81,5.4,50,77.44,70.66,Good,Training
E2828,Sameer Mukherjee,47,Information Technology,System Administrator,Full-Time,Permanent,B5,23.8,2.1,97.6,0,29,22,75.86,80.55,80.19,78.73,75.8,83.59,84.13,88.46,8.8,50,92.0,82.05,Excellent,Incentive
E2829,Sandhya Vishwakarma,53,Sales,Sales Executive,Full-Time,Permanent,B4,9.0,2.7,92.5,3,46,33,71.74,67.9,72.05,76.56,79.23,64.33,69.93,73.66,15.6,15,67.19,74.17,Good,Training
E2830,Krish Haldar,27,Customer Support,Support Executive,Full-Time,Permanent,B1,1.7,1.3,83.6,9,47,30,63.83,72.87,68.68,72.25,73.47,58.4,73.01,82.12,10.5,20,56.18,70.84,Good,Training
E2831,Gautam Prasad,34,Customer Support,Support Executive,Part-Time,12 Months,B3,5.1,0.5,91.0,5,60,42,70.0,77.6,72.62,76.96,80.56,59.73,70.92,72.11,18.6,30,78.23,75.78,Good,Training
E2832,Banshidhar Bisht,24,Information Technology,DevOps Engineer,Full-Time,Permanent,B1,1.4,0.3,81.7,8,23,16,69.57,76.98,70.64,81.78,80.22,50.54,75.6,64.5,0.0,20,70.42,74.09,Good,Training
E2833,Ravindra Khatri,52,Finance,Financial Analyst,Full-Time,Permanent,B5,19.4,8.7,86.0,13,29,19,65.52,60.67,70.55,67.36,74.9,83.92,65.54,66.97,11.5,20,70.98,70.08,Good,Training
E2834,Vedprakash Bhandari,39,AI & Data Science,AI Engineer,Full-Time,Permanent,B2,4.8,2.8,91.3,7,33,25,75.76,80.19,74.94,84.2,91.0,64.57,80.67,89.17,13.0,40,84.07,81.42,Excellent,Training
E2835,Vaagishwari Bahl,53,Human Resources,HR Executive,Contract,6 Months,B5,25.2,16.9,97.4,3,17,11,64.71,62.71,61.28,73.27,71.95,74.8,63.82,71.74,4.7,20,79.47,70.72,Good,Training
E2836,Krish Garg,56,Information Technology,Cloud Engineer,Contract,6 Months,B5,18.7,9.5,93.7,2,23,20,86.96,76.42,84.81,80.23,89.13,84.57,82.43,86.9,0.9,25,76.46,84.06,Excellent,Incentive
E2837,Nitesh Khosla,56,Operations,Operations Manager,Part-Time,12 Months,B5,21.1,7.3,91.0,6,27,17,62.96,65.05,70.35,70.35,74.51,71.81,70.15,84.79,11.7,15,47.87,70.59,Good,Training
E2838,Chandrakala Kamath,36,Operations,Operations Manager,Full-Time,Permanent,B3,8.8,3.0,94.3,7,29,19,65.52,60.62,63.36,70.86,68.2,57.3,63.14,67.16,4.1,25,75.98,68.48,Average,Training
E2839,Alka Dasgupta,54,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,21.1,7.4,87.1,14,40,30,75.0,78.99,78.85,79.11,82.85,82.73,78.91,69.44,14.8,5,50.39,77.86,Good,Incentive
E2840,Archana Srivatsa,44,Information Technology,Cloud Engineer,Full-Time,Permanent,B5,19.9,15.3,93.8,8,40,28,70.0,63.16,63.89,72.1,70.88,79.7,63.66,65.24,0.1,50,93.76,71.96,Good,Training
E2841,Priyadarshini Keshari,25,Operations,Process Analyst,Contract,24 Months,B1,1.2,0.9,97.0,0,43,36,83.72,78.34,84.39,78.03,81.03,60.56,81.72,70.81,9.3,5,52.02,79.73,Good,Incentive
E2842,Pinaka Biswas,51,Marketing,Marketing Analyst,Full-Time,Permanent,B4,14.8,1.9,84.6,9,33,23,69.7,64.69,69.47,71.23,73.07,64.66,68.29,66.32,1.1,15,66.87,70.34,Good,Training
E2843,Aditya Sood,29,Operations,Operations Executive,Full-Time,Permanent,B3,6.0,4.4,96.1,4,47,36,76.6,68.74,71.75,72.1,75.53,68.84,71.71,67.03,14.6,30,87.92,75.32,Good,Training
E2844,Madan Gavaskar,24,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B1,0.8,0.2,88.3,7,44,34,77.27,73.68,78.09,79.11,81.13,56.47,81.05,88.78,0.0,20,68.79,77.92,Good,Incentive
E2845,Urshita Lohia,46,Customer Support,Support Executive,Part-Time,6 Months,B5,22.6,19.6,86.1,7,42,31,73.81,71.1,72.39,70.5,74.03,86.65,74.03,67.16,9.8,30,83.62,74.76,Good,Training
E2846,Vedika Advani,28,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B2,3.7,1.6,87.5,13,33,21,63.64,69.91,68.22,78.29,64.91,59.84,67.24,74.05,10.2,15,53.15,69.96,Average,Training
E2847,Shrinath Nag,54,Sales,Sales Executive,Contract,6 Months,B4,11.1,2.1,97.0,5,50,35,70.0,72.46,73.99,66.92,68.19,63.27,74.87,70.74,20.2,20,56.62,72.3,Good,Training
E2848,Samraggi Shankar,49,Information Technology,DevOps Engineer,Full-Time,Permanent,B5,16.2,1.9,86.2,14,21,14,66.67,70.0,70.44,70.2,83.47,75.7,71.52,77.03,0.0,30,72.34,73.39,Good,Training
E2849,Dipu Pandit,43,Information Technology,Cloud Engineer,Part-Time,12 Months,B3,5.8,0.8,94.1,10,22,17,77.27,73.55,76.07,79.14,77.65,65.98,74.39,83.03,0.0,40,94.33,78.97,Good,Incentive
E2850,Anupriya Kamath,26,AI & Data Science,Data Scientist,Full-Time,Permanent,B2,2.1,0.5,92.5,8,29,18,62.07,69.57,66.62,67.07,71.94,55.87,67.9,78.22,3.1,50,99.98,71.34,Good,Training
E2851,Kavindra Gautam,57,Information Technology,Software Engineer,Contract,6 Months,B5,28.2,5.7,87.2,11,36,22,61.11,62.52,59.9,58.78,65.67,74.95,68.77,71.65,8.3,25,66.01,65.7,Average,Training
E2852,Kavita Gond,57,Marketing,Marketing Executive,Contract,6 Months,B5,17.0,16.8,94.1,6,37,28,75.68,71.52,74.4,78.29,75.05,82.33,70.58,77.45,5.7,50,78.7,77.35,Good,Training
E2853,Kashvi Bhadauria,47,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,11.6,11.6,94.5,3,35,23,65.71,71.84,65.97,64.5,64.7,59.51,68.85,67.97,11.4,15,72.28,69.55,Average,Training
E2854,Ravishankar Sampla,26,Customer Support,Support Executive,Contract,24 Months,B2,3.8,1.6,94.6,9,28,19,67.86,69.31,65.47,61.91,84.21,65.65,74.69,80.98,9.6,40,87.09,72.98,Good,Training
